80.49	-4.24	80.64	-4.88	116.17	-4.15	104.06	-3.85       80.08	-3.82	79.93	-4.61	79.86	-4.48	80.98	-3.98
78.27	-6.67	78.48	-6.56	108.32	-6.26	98.03	-6.32       77.93	-6.44	77.90	-6.39	77.80	-6.36	78.56	-6.34
76.66	-7.59	76.96	-7.56	102.28	-7.32	93.41	-7.36       76.42	-7.34	76.44	-7.37	76.36	-7.30	76.99	-7.30
75.65	-8.33	75.83	-8.26	97.56	-8.08	89.89	-8.13       75.37	-8.03	75.38	-8.03	75.31	-7.99	75.87	-7.96
74.61	-8.87	74.84	-8.82	93.62	-8.73	86.92	-8.78       74.43	-8.61	74.43	-8.60	74.31	-8.54	74.87	-8.55
73.76	-9.49	74.04	-9.46	90.29	-9.40	84.37	-9.43       73.63	-9.25	73.61	-9.22	73.49	-9.17	74.03	-9.16
72.81	-9.83	73.06	-9.81	87.19	-9.90	81.94	-9.89       72.71	-9.57	72.68	-9.56	72.56	-9.51	73.07	-9.51
72.15	-10.22	72.42	-10.20	84.78	-10.31	80.05	-10.30       72.03	-9.95	72.01	-9.95	71.84	-9.90	72.40	-9.90
71.47	-10.49	71.75	-10.48	82.54	-10.61	78.32	-10.58       71.39	-10.20	71.34	-10.19	71.25	-10.14	71.73	-10.16
70.79	-10.76	70.98	-10.76	80.52	-10.86	76.65	-10.85       70.70	-10.46	70.64	-10.44	70.51	-10.40	71.03	-10.40
65.45	-11.91	65.72	-11.86	73.54	-11.89	70.28	-11.93       65.57	-11.43	65.53	-11.41	65.45	-11.34	65.92	-11.36
61.32	-13.29	61.59	-13.28	68.17	-13.27	65.24	-13.35       61.59	-12.76	61.57	-12.74	61.51	-12.68	61.94	-12.69
58.21	-13.94	58.38	-13.93	64.03	-13.92	61.42	-14.02       58.57	-13.39	58.54	-13.36	58.51	-13.30	58.91	-13.33
55.79	-14.16	55.97	-14.13	60.81	-14.14	58.43	-14.27       56.22	-13.60	56.23	-13.57	56.20	-13.51	56.59	-13.54
53.96	-14.10	54.17	-14.08	58.16	-14.10	56.06	-14.28       54.41	-13.57	54.43	-13.53	54.38	-13.47	54.76	-13.52
52.36	-14.02	52.54	-14.01	55.99	-14.04	54.01	-14.25       52.83	-13.52	52.83	-13.47	52.78	-13.41	53.15	-13.46
50.96	-13.76	51.16	-13.76	54.10	-13.82	52.30	-14.06       51.49	-13.30	51.49	-13.23	51.47	-13.18	51.83	-13.25
49.91	-13.50	50.07	-13.51	52.58	-13.57	50.86	-13.85       50.42	-13.04	50.41	-12.99	50.39	-12.93	50.76	-13.01
49.04	-13.18	49.14	-13.21	51.23	-13.30	49.66	-13.62       49.47	-12.74	49.52	-12.70	49.46	-12.64	49.82	-12.74
47.60	-12.74	47.72	-12.74	49.43	-12.89	47.95	-13.27       48.07	-12.30	48.06	-12.26	48.03	-12.18	48.36	-12.29
46.40	-12.12	46.54	-12.11	47.82	-12.32	46.54	-12.78       46.88	-11.66	46.89	-11.63	46.87	-11.57	47.19	-11.70
45.48	-11.66	45.62	-11.66	46.61	-11.92	45.39	-12.45       45.97	-11.19	45.96	-11.14	45.95	-11.11	46.26	-11.25
44.70	-11.14	44.87	-11.14	45.53	-11.47	44.43	-12.05       45.18	-10.66	45.20	-10.62	45.17	-10.56	45.47	-10.74
44.03	-10.63	44.31	-10.63	44.69	-11.02	43.67	-11.66       44.57	-10.12	44.60	-10.08	44.57	-10.03	44.85	-10.21
42.33	-9.02	42.53	-9.04	42.53	-9.68	41.64	-10.63       42.73	-8.38	42.76	-8.35	42.73	-8.31	42.99	-8.56
41.42	-7.74	41.61	-7.79	41.47	-8.74	40.72	-9.96       41.87	-6.95	41.88	-6.88	41.87	-6.85	42.13	-7.18
40.90	-7.09	41.04	-7.15	40.80	-8.49	40.10	-9.97       41.31	-6.19	41.35	-6.06	41.31	-6.03	41.55	-6.43
40.56	-6.54	40.74	-6.61	40.31	-8.41	39.74	-10.12       40.96	-5.47	41.03	-5.31	40.98	-5.29	41.21	-5.81
40.48	-6.24	40.58	-6.34	40.02	-8.66	39.46	-10.57       40.85	-4.99	40.89	-4.81	40.86	-4.79	41.00	-5.45
40.38	-5.98	40.56	-6.10	39.86	-9.07	39.32	-11.14       40.73	-4.56	40.80	-4.36	40.78	-4.34	40.90	-5.15
40.39	-5.97	40.62	-6.17	39.94	-9.83	39.47	-12.06       40.78	-4.39	40.86	-4.24	40.85	-4.22	40.98	-5.16
40.16	-6.00	40.23	-6.32	39.31	-10.94	38.85	-13.26       40.49	-4.20	40.56	-4.10	40.47	-4.08	40.42	-5.16
