86.44	-5.67	86.93	-5.67	87.12	-5.63	91.16	-5.58       86.29	-5.53	86.42	-5.47	90.48	-5.27	116.55	-5.28
84.29	-6.45	84.76	-6.43	84.91	-6.43	87.84	-6.40       84.04	-6.34	84.27	-6.24	87.44	-6.12	109.11	-6.04
83.11	-7.00	83.51	-6.99	83.68	-7.02	86.21	-7.02       82.78	-6.92	83.11	-6.87	85.88	-6.75	104.10	-6.74
82.27	-7.53	82.64	-7.53	82.80	-7.58	85.06	-7.58       81.94	-7.45	82.24	-7.42	84.76	-7.34	100.26	-7.37
81.43	-8.03	81.85	-8.05	81.98	-8.08	83.95	-8.12       81.14	-7.96	81.45	-7.94	83.76	-7.87	96.94	-7.97
80.88	-8.64	81.17	-8.64	81.18	-8.68	83.12	-8.71       80.49	-8.54	80.70	-8.53	82.86	-8.47	94.21	-8.60
79.81	-9.06	80.30	-9.02	80.34	-9.08	82.04	-9.13       79.63	-8.94	79.89	-8.95	81.88	-8.93	91.52	-9.12
79.44	-9.44	79.67	-9.44	79.79	-9.49	81.32	-9.54       79.12	-9.33	79.41	-9.33	81.19	-9.33	89.45	-9.53
78.82	-9.73	79.12	-9.71	79.17	-9.76	80.57	-9.85       78.49	-9.61	78.76	-9.62	80.45	-9.60	87.55	-9.85
78.24	-10.01	78.44	-10.00	78.52	-10.03	79.77	-10.12       77.84	-9.89	78.34	-9.92	79.69	-9.87	85.79	-10.12
73.01	-11.10	73.15	-11.10	73.24	-11.14	74.10	-11.23       72.67	-10.93	73.72	-10.94	74.23	-10.97	79.02	-11.08
68.72	-12.58	68.83	-12.58	68.84	-12.61	69.49	-12.70       68.47	-12.37	69.40	-12.35	69.73	-12.44	73.66	-12.47
65.35	-13.30	65.50	-13.31	65.56	-13.33	66.02	-13.43       65.16	-13.08	65.97	-13.01	66.35	-13.19	69.49	-13.13
62.66	-13.58	62.85	-13.59	62.90	-13.61	63.31	-13.70       62.60	-13.35	63.30	-13.25	63.74	-13.46	66.15	-13.39
60.73	-13.58	60.87	-13.60	60.83	-13.61	61.29	-13.70       60.66	-13.34	61.05	-13.24	61.71	-13.48	63.54	-13.37
58.96	-13.53	59.08	-13.56	59.05	-13.57	59.37	-13.66       58.90	-13.30	58.96	-13.16	59.92	-13.44	61.39	-13.31
57.51	-13.34	57.61	-13.39	57.61	-13.40	57.87	-13.46       57.49	-13.13	57.31	-12.96	58.46	-13.28	59.56	-13.16
56.35	-13.16	56.41	-13.22	56.37	-13.22	56.67	-13.27       56.31	-12.94	56.13	-12.75	57.27	-13.09	57.96	-13.01
55.31	-12.86	55.38	-12.92	55.38	-12.93	55.59	-12.97       55.26	-12.65	55.19	-12.48	56.18	-12.83	56.64	-12.75
53.69	-12.46	53.83	-12.51	53.84	-12.52	54.05	-12.56       53.80	-12.15	53.66	-12.10	54.61	-12.45	54.81	-12.43
52.56	-11.96	52.55	-12.03	52.56	-12.05	52.73	-12.09       52.27	-11.63	52.44	-11.63	53.32	-12.00	53.23	-12.06
51.49	-11.59	51.45	-11.64	51.51	-11.66	51.65	-11.69       51.53	-11.41	51.45	-11.25	52.26	-11.62	51.96	-11.76
50.62	-11.15	50.62	-11.19	50.68	-11.21	50.80	-11.23       50.84	-10.88	50.62	-10.83	51.42	-11.16	50.93	-11.45
49.87	-10.73	50.01	-10.74	49.99	-10.75	50.07	-10.78       50.17	-10.46	50.05	-10.43	50.73	-10.73	50.08	-11.13
47.76	-9.42	47.87	-9.45	47.85	-9.47	47.98	-9.47       48.05	-9.23	48.06	-9.25	48.62	-9.49	47.45	-10.47
46.71	-8.37	46.83	-8.38	46.81	-8.40	46.93	-8.40       46.94	-8.25	47.03	-8.27	47.56	-8.46	46.21	-10.10
46.06	-7.88	46.11	-7.90	46.14	-7.90	46.26	-7.93       46.27	-7.79	46.45	-7.82	46.81	-8.00	45.65	-10.29
45.62	-7.50	45.67	-7.48	45.66	-7.52	45.84	-7.53       45.88	-7.38	46.15	-7.48	46.33	-7.63	45.17	-10.36
45.37	-7.32	45.45	-7.33	45.40	-7.37	45.49	-7.40       45.63	-7.19	45.94	-7.33	46.04	-7.46	44.93	-10.81
45.16	-7.13	45.25	-7.24	45.22	-7.25	45.32	-7.31       45.45	-7.03	45.75	-7.22	45.82	-7.34	44.73	-11.42
45.12	-7.18	45.25	-7.38	45.22	-7.41	45.34	-7.51       45.41	-7.20	45.74	-7.40	45.83	-7.55	44.76	-12.38
44.89	-7.21	44.92	-7.52	44.82	-7.57	44.79	-7.68       45.15	-7.30	45.40	-7.58	45.26	-7.74	43.78	-13.64
