104.59	-2.72	104.86	-4.69	117.66	-2.62	124.04	-2.61       103.18	-2.33	103.15	-4.20	103.24	-4.07	105.70	-3.16
102.40	-4.33	102.76	-4.25	112.98	-4.05	118.32	-4.08       101.16	-3.89	101.32	-3.83	101.40	-3.78	103.04	-3.73
101.16	-5.26	101.53	-5.16	110.18	-4.98	114.65	-5.01       100.09	-4.79	100.19	-4.70	100.36	-4.67	101.72	-4.61
100.31	-5.78	100.58	-5.72	108.23	-5.66	111.96	-5.65       99.26	-5.49	99.38	-5.47	99.62	-5.42	100.75	-5.34
99.63	-6.10	99.84	-6.08	106.65	-6.00	109.71	-6.00       98.54	-5.93	98.65	-5.89	98.84	-5.88	99.88	-5.85
99.14	-6.45	99.21	-6.44	105.36	-6.35	107.87	-6.35       97.99	-6.27	98.12	-6.26	98.35	-6.26	99.21	-6.20
98.33	-6.76	98.50	-6.77	103.94	-6.71	106.01	-6.73       97.26	-6.59	97.37	-6.58	97.50	-6.58	98.30	-6.56
97.86	-6.98	98.09	-6.98	102.99	-6.93	104.63	-6.95       96.84	-6.81	96.98	-6.80	97.09	-6.80	97.86	-6.75
97.44	-7.13	97.61	-7.13	102.12	-7.11	103.39	-7.12       96.40	-6.95	96.57	-6.96	96.62	-6.95	97.36	-6.90
96.88	-7.23	97.01	-7.23	101.19	-7.19	102.15	-7.21       95.89	-7.04	96.05	-7.05	96.14	-7.04	96.78	-7.00
92.93	-7.14	93.10	-7.17	96.76	-7.10	97.49	-7.12       92.07	-6.93	92.23	-6.93	92.30	-6.92	92.98	-6.85
89.49	-8.08	89.60	-8.08	92.89	-7.99	93.42	-8.01       88.79	-7.83	88.93	-7.83	89.01	-7.81	89.66	-7.73
86.70	-8.63	86.83	-8.63	89.71	-8.52	90.10	-8.56       86.11	-8.37	86.22	-8.36	86.29	-8.35	86.94	-8.24
84.39	-8.90	84.53	-8.92	87.15	-8.82	87.33	-8.86       83.92	-8.64	84.01	-8.66	84.11	-8.64	84.73	-8.52
82.60	-8.93	82.72	-8.95	85.01	-8.86	85.20	-8.88       82.17	-8.70	82.26	-8.69	82.32	-8.67	83.03	-8.53
81.00	-8.96	81.15	-9.00	83.19	-8.89	83.27	-8.91       80.62	-8.73	80.73	-8.73	80.77	-8.72	81.39	-8.53
79.71	-8.89	79.88	-8.94	81.65	-8.82	81.58	-8.86       79.37	-8.67	79.48	-8.67	79.53	-8.66	80.13	-8.47
78.63	-8.82	78.77	-8.89	80.44	-8.76	80.15	-8.82       78.28	-8.63	78.40	-8.63	78.43	-8.61	79.03	-8.49
77.67	-8.69	77.78	-8.74	79.40	-8.58	78.83	-8.69       77.35	-8.50	77.43	-8.49	77.48	-8.46	78.04	-8.36
76.04	-8.47	76.18	-8.52	77.58	-8.37	76.96	-8.49       75.80	-8.30	75.90	-8.30	75.99	-8.26	76.42	-8.15
74.83	-8.14	74.96	-8.17	76.17	-8.04	75.52	-8.19       74.63	-7.98	74.72	-8.00	74.80	-7.94	74.97	-7.86
73.82	-7.91	73.92	-7.94	75.07	-7.84	74.24	-8.02       73.62	-7.78	73.71	-7.79	73.83	-7.74	74.04	-7.66
73.07	-7.70	73.24	-7.70	74.28	-7.63	73.24	-7.86       72.86	-7.57	72.95	-7.59	73.06	-7.52	73.33	-7.47
72.35	-7.46	72.70	-7.42	73.55	-7.40	72.34	-7.68       72.17	-7.34	72.25	-7.35	72.37	-7.28	72.67	-7.23
70.17	-6.67	70.40	-6.68	71.25	-6.66	70.01	-7.11       69.95	-6.62	70.05	-6.65	70.16	-6.52	70.42	-6.42
69.06	-6.04	69.27	-6.06	70.15	-6.05	68.84	-6.68       68.81	-6.00	68.94	-6.04	68.91	-5.92	69.31	-5.76
68.42	-5.75	68.61	-5.77	69.48	-5.78	68.20	-6.62       68.17	-5.71	68.27	-5.78	68.33	-5.67	68.67	-5.55
68.00	-5.57	68.19	-5.60	68.94	-5.61	67.70	-6.70       67.75	-5.53	67.84	-5.62	67.97	-5.47	68.25	-5.39
67.79	-5.53	67.90	-5.56	68.60	-5.60	67.36	-6.97       67.48	-5.49	67.59	-5.59	67.67	-5.41	67.93	-5.36
67.58	-5.54	67.76	-5.56	68.40	-5.63	67.23	-7.34       67.32	-5.49	67.42	-5.61	67.54	-5.34	67.75	-5.40
67.52	-5.64	67.70	-5.74	68.38	-5.87	67.23	-8.01       67.24	-5.62	67.38	-5.81	67.44	-5.49	67.74	-5.64
67.63	-5.70	67.68	-5.88	67.94	-6.03	66.81	-8.73       67.27	-5.65	67.31	-5.95	67.34	-5.60	67.32	-5.77
