92.40	-0.14	92.71	-4.24	92.67	-4.29	97.38	-0.87       91.69	-0.11	91.73	-4.26	91.39	-3.92	93.55	-2.67
91.81	-1.82	92.19	-2.35	92.18	-2.37	96.20	-1.69       91.02	-1.65	91.23	-2.20	90.79	-2.13	92.88	-1.77
91.27	-3.62	91.84	-3.59	91.65	-3.52	95.22	-3.42       90.57	-3.47	90.75	-3.41	90.36	-3.38	92.15	-3.31
90.82	-5.02	91.23	-5.00	91.15	-4.98	94.27	-4.94       90.10	-4.94	90.24	-4.88	89.85	-4.80	91.48	-4.78
90.20	-5.99	90.74	-6.00	90.58	-5.98	93.38	-5.97       89.48	-5.95	89.68	-5.90	89.30	-5.87	90.74	-5.88
89.78	-6.60	90.24	-6.64	90.06	-6.60	92.58	-6.61       89.03	-6.58	89.15	-6.56	88.78	-6.51	90.05	-6.51
88.97	-7.10	89.39	-7.12	89.26	-7.11	91.56	-7.11       88.34	-7.06	88.40	-7.04	88.07	-6.98	89.21	-6.99
88.49	-7.49	89.00	-7.53	88.87	-7.54	90.91	-7.53       87.89	-7.45	87.99	-7.45	87.67	-7.37	88.65	-7.39
88.10	-7.80	88.43	-7.83	88.41	-7.83	90.21	-7.84       87.52	-7.76	87.51	-7.73	87.22	-7.66	87.98	-7.67
87.55	-8.06	87.88	-8.08	87.82	-8.07	89.51	-8.09       86.96	-7.99	86.89	-7.98	86.64	-7.90	87.45	-7.91
83.05	-9.00	83.36	-9.00	83.31	-8.98	84.59	-8.98       82.52	-8.85	82.28	-8.81	82.26	-8.70	83.00	-8.70
79.10	-10.49	79.32	-10.46	79.31	-10.45	80.43	-10.45       78.66	-10.28	78.50	-10.21	78.49	-10.09	79.15	-10.11
75.84	-11.36	76.10	-11.33	76.08	-11.29	77.00	-11.30       75.50	-11.11	75.44	-10.99	75.39	-10.93	75.98	-10.94
73.19	-11.82	73.38	-11.76	73.42	-11.71	74.11	-11.75       72.91	-11.54	72.88	-11.39	72.86	-11.36	73.43	-11.37
71.13	-11.96	71.32	-11.91	71.35	-11.87	71.93	-11.91       70.93	-11.70	70.81	-11.56	70.86	-11.53	71.40	-11.54
69.19	-12.03	69.44	-11.98	69.50	-11.95	69.96	-11.96       68.95	-11.73	69.03	-11.54	69.06	-11.59	69.57	-11.59
67.68	-11.97	67.87	-11.91	67.96	-11.88	68.43	-11.90       67.26	-11.68	67.55	-11.51	67.56	-11.56	68.06	-11.57
66.39	-11.87	66.59	-11.82	66.68	-11.80	67.12	-11.81       65.90	-11.59	66.27	-11.45	66.26	-11.48	66.77	-11.48
65.24	-11.66	65.46	-11.59	65.52	-11.58	65.93	-11.58       64.84	-11.32	65.18	-11.22	65.19	-11.26	65.64	-11.27
63.49	-11.34	63.73	-11.28	63.84	-11.27	64.22	-11.28       63.23	-11.00	63.54	-10.96	63.53	-11.02	63.96	-11.04
62.08	-10.93	62.29	-10.88	62.40	-10.88	62.72	-10.90       61.99	-10.65	62.10	-10.61	62.10	-10.65	62.49	-10.66
60.89	-10.57	61.08	-10.52	61.20	-10.54	61.53	-10.54       60.89	-10.31	60.94	-10.27	60.96	-10.32	61.35	-10.34
59.97	-10.19	60.17	-10.14	60.29	-10.18	60.61	-10.14       60.02	-9.95	60.05	-9.92	60.05	-9.96	60.44	-9.98
59.15	-9.79	59.39	-9.73	59.49	-9.79	59.81	-9.75       59.25	-9.57	59.29	-9.55	59.28	-9.58	59.66	-9.61
56.80	-8.53	57.04	-8.48	57.13	-8.57	57.40	-8.52       56.88	-8.38	56.91	-8.41	56.92	-8.43	57.25	-8.45
55.62	-7.52	55.85	-7.46	55.92	-7.58	56.19	-7.58       55.68	-7.38	55.73	-7.42	55.72	-7.45	56.03	-7.47
54.85	-7.01	55.10	-6.96	55.19	-7.09	55.41	-7.14       54.88	-6.87	54.95	-6.97	54.97	-6.96	55.27	-6.99
54.37	-6.59	54.59	-6.54	54.64	-6.70	54.88	-6.76       54.37	-6.45	54.53	-6.60	54.44	-6.54	54.69	-6.59
54.05	-6.35	54.32	-6.31	54.31	-6.49	54.50	-6.57       54.12	-6.21	54.22	-6.40	54.13	-6.32	54.31	-6.38
53.81	-6.15	54.09	-6.15	54.08	-6.36	54.26	-6.45       53.90	-6.01	53.94	-6.24	53.87	-6.22	54.06	-6.22
53.72	-6.12	54.00	-6.28	54.01	-6.44	54.16	-6.57       53.72	-6.01	53.70	-6.36	53.78	-6.40	53.98	-6.35
53.65	-6.01	53.78	-6.36	53.69	-6.46	53.73	-6.61       53.46	-5.88	53.53	-6.33	53.45	-6.41	53.48	-6.37
